Geography,Geographic Area Name,Estimate!!Median value (dollars),Margin of Error!!Median value (dollars)
1500000US170318211013,Block Group 3; Census Tract 8211.01; Cook County; Illinois,268300,44724
1500000US170318211014,Block Group 4; Census Tract 8211.01; Cook County; Illinois,308600,51672
1500000US170318211021,Block Group 1; Census Tract 8211.02; Cook County; Illinois,269400,45858
1500000US170318211022,Block Group 2; Census Tract 8211.02; Cook County; Illinois,256800,28795
1500000US170318211023,Block Group 3; Census Tract 8211.02; Cook County; Illinois,238200,34988
1500000US170318211024,Block Group 4; Census Tract 8211.02; Cook County; Illinois,278500,31984
1500000US170318212001,Block Group 1; Census Tract 8212; Cook County; Illinois,254100,234383
1500000US170318212002,Block Group 2; Census Tract 8212; Cook County; Illinois,162500,99597
1500000US170318212003,Block Group 3; Census Tract 8212; Cook County; Illinois,199900,19617
1500000US170318212004,Block Group 4; Census Tract 8212; Cook County; Illinois,189100,4881
1500000US170318213001,Block Group 1; Census Tract 8213; Cook County; Illinois,123200,62235
1500000US170318213002,Block Group 2; Census Tract 8213; Cook County; Illinois,130400,48017
1500000US170318213003,Block Group 3; Census Tract 8213; Cook County; Illinois,62200,54403
1500000US170318213004,Block Group 4; Census Tract 8213; Cook County; Illinois,216500,33718
1500000US170318214011,Block Group 1; Census Tract 8214.01; Cook County; Illinois,154200,18786
1500000US170318214012,Block Group 2; Census Tract 8214.01; Cook County; Illinois,182400,5012
1500000US170318214013,Block Group 3; Census Tract 8214.01; Cook County; Illinois,115600,82060
1500000US170318214014,Block Group 4; Census Tract 8214.01; Cook County; Illinois,191000,14332
1500000US170318214021,Block Group 1; Census Tract 8214.02; Cook County; Illinois,193400,48713
1500000US170318214022,Block Group 2; Census Tract 8214.02; Cook County; Illinois,130700,23410
1500000US170318214023,Block Group 3; Census Tract 8214.02; Cook County; Illinois,180700,18009
1500000US170318215001,Block Group 1; Census Tract 8215; Cook County; Illinois,92600,8142
1500000US170318216001,Block Group 1; Census Tract 8216; Cook County; Illinois,265100,33493
1500000US170318216002,Block Group 2; Census Tract 8216; Cook County; Illinois,227300,24432
1500000US170318216003,Block Group 3; Census Tract 8216; Cook County; Illinois,234000,18516
1500000US170318217001,Block Group 1; Census Tract 8217; Cook County; Illinois,259800,42956
1500000US170318217002,Block Group 2; Census Tract 8217; Cook County; Illinois,258300,46810
1500000US170318217003,Block Group 3; Census Tract 8217; Cook County; Illinois,278700,25791
1500000US170318217004,Block Group 4; Census Tract 8217; Cook County; Illinois,361500,51949
1500000US170318217005,Block Group 5; Census Tract 8217; Cook County; Illinois,252500,31979
1500000US170318218001,Block Group 1; Census Tract 8218; Cook County; Illinois,265200,17988
1500000US170318218002,Block Group 2; Census Tract 8218; Cook County; Illinois,193000,24144
1500000US170318218003,Block Group 3; Census Tract 8218; Cook County; Illinois,290000,94427
1500000US170318218004,Block Group 4; Census Tract 8218; Cook County; Illinois,247100,47735
1500000US170318218005,Block Group 5; Census Tract 8218; Cook County; Illinois,326500,46082
1500000US170318218006,Block Group 6; Census Tract 8218; Cook County; Illinois,212500,35184
1500000US170318219001,Block Group 1; Census Tract 8219; Cook County; Illinois,208000,19511
1500000US170318219002,Block Group 2; Census Tract 8219; Cook County; Illinois,261200,23605
1500000US170318219003,Block Group 3; Census Tract 8219; Cook County; Illinois,251000,24599
1500000US170318219004,Block Group 4; Census Tract 8219; Cook County; Illinois,261500,34399
1500000US170318219005,Block Group 5; Census Tract 8219; Cook County; Illinois,316600,34192
1500000US170318220001,Block Group 1; Census Tract 8220; Cook County; Illinois,179700,42974
1500000US170318220002,Block Group 2; Census Tract 8220; Cook County; Illinois,171700,47039
1500000US170318220003,Block Group 3; Census Tract 8220; Cook County; Illinois,143500,19260
1500000US170318220004,Block Group 4; Census Tract 8220; Cook County; Illinois,144000,14195
1500000US170318220005,Block Group 5; Census Tract 8220; Cook County; Illinois,156300,29128
1500000US170318221011,Block Group 1; Census Tract 8221.01; Cook County; Illinois,237100,20612
1500000US170318221012,Block Group 2; Census Tract 8221.01; Cook County; Illinois,236600,20377
1500000US170318221013,Block Group 3; Census Tract 8221.01; Cook County; Illinois,230200,72962
1500000US170318221014,Block Group 4; Census Tract 8221.01; Cook County; Illinois,277600,21749
1500000US170318221021,Block Group 1; Census Tract 8221.02; Cook County; Illinois,332100,41420
1500000US170318221022,Block Group 2; Census Tract 8221.02; Cook County; Illinois,252000,87343
1500000US170318221023,Block Group 3; Census Tract 8221.02; Cook County; Illinois,291700,78565
1500000US170318221024,Block Group 4; Census Tract 8221.02; Cook County; Illinois,123900,55868
1500000US170318222001,Block Group 1; Census Tract 8222; Cook County; Illinois,250100,30410
1500000US170318222002,Block Group 2; Census Tract 8222; Cook County; Illinois,244500,30096
1500000US170318222003,Block Group 3; Census Tract 8222; Cook County; Illinois,279300,26973
1500000US170318223011,Block Group 1; Census Tract 8223.01; Cook County; Illinois,285800,29358
1500000US170318223012,Block Group 2; Census Tract 8223.01; Cook County; Illinois,247700,31754
1500000US170318223013,Block Group 3; Census Tract 8223.01; Cook County; Illinois,285900,65573
1500000US170318223014,Block Group 4; Census Tract 8223.01; Cook County; Illinois,268700,29745
1500000US170318223021,Block Group 1; Census Tract 8223.02; Cook County; Illinois,275600,40890
1500000US170318223022,Block Group 2; Census Tract 8223.02; Cook County; Illinois,221300,13403
1500000US170318223023,Block Group 3; Census Tract 8223.02; Cook County; Illinois,291400,99774
1500000US170318223024,Block Group 4; Census Tract 8223.02; Cook County; Illinois,201100,84277
1500000US170318224001,Block Group 1; Census Tract 8224; Cook County; Illinois,433500,91842
1500000US170318224002,Block Group 2; Census Tract 8224; Cook County; Illinois,250800,76494
1500000US170318224003,Block Group 3; Census Tract 8224; Cook County; Illinois,128800,17024
1500000US170318224004,Block Group 4; Census Tract 8224; Cook County; Illinois,198100,66484
1500000US170318225001,Block Group 1; Census Tract 8225; Cook County; Illinois,266900,47906
1500000US170318225002,Block Group 2; Census Tract 8225; Cook County; Illinois,287500,16735
1500000US170318225003,Block Group 3; Census Tract 8225; Cook County; Illinois,282700,21646
1500000US170318225004,Block Group 4; Census Tract 8225; Cook County; Illinois,231700,56961
1500000US170318226011,Block Group 1; Census Tract 8226.01; Cook County; Illinois,253000,31424
1500000US170318226012,Block Group 2; Census Tract 8226.01; Cook County; Illinois,295500,21102
1500000US170318226013,Block Group 3; Census Tract 8226.01; Cook County; Illinois,298100,30695
1500000US170318226021,Block Group 1; Census Tract 8226.02; Cook County; Illinois,343300,19094
1500000US170318226022,Block Group 2; Census Tract 8226.02; Cook County; Illinois,339600,69867
1500000US170318226023,Block Group 3; Census Tract 8226.02; Cook County; Illinois,107200,63576
1500000US170318226024,Block Group 4; Census Tract 8226.02; Cook County; Illinois,111800,13647
1500000US170318227011,Block Group 1; Census Tract 8227.01; Cook County; Illinois,126800,14760
1500000US170318227012,Block Group 2; Census Tract 8227.01; Cook County; Illinois,248900,39086
1500000US170318227013,Block Group 3; Census Tract 8227.01; Cook County; Illinois,329500,39471
1500000US170318227014,Block Group 4; Census Tract 8227.01; Cook County; Illinois,230300,32098
1500000US170318227021,Block Group 1; Census Tract 8227.02; Cook County; Illinois,286500,36226
1500000US170318227022,Block Group 2; Census Tract 8227.02; Cook County; Illinois,363100,31558
1500000US170318227023,Block Group 3; Census Tract 8227.02; Cook County; Illinois,266100,135348
1500000US170318228011,Block Group 1; Census Tract 8228.01; Cook County; Illinois,188300,148248
1500000US170318228012,Block Group 2; Census Tract 8228.01; Cook County; Illinois,304900,31832
1500000US170318228021,Block Group 1; Census Tract 8228.02; Cook County; Illinois,287500,46889
1500000US170318228022,Block Group 2; Census Tract 8228.02; Cook County; Illinois,285600,19245
1500000US170318228023,Block Group 3; Census Tract 8228.02; Cook County; Illinois,258300,22450
1500000US170318229001,Block Group 1; Census Tract 8229; Cook County; Illinois,227900,6973
1500000US170318230011,Block Group 1; Census Tract 8230.01; Cook County; Illinois,161000,14054
1500000US170318230012,Block Group 2; Census Tract 8230.01; Cook County; Illinois,214700,43874
1500000US170318230013,Block Group 3; Census Tract 8230.01; Cook County; Illinois,252900,85180
1500000US170318230014,Block Group 4; Census Tract 8230.01; Cook County; Illinois,234300,25922
1500000US170318230015,Block Group 5; Census Tract 8230.01; Cook County; Illinois,195800,70200
1500000US170318230021,Block Group 1; Census Tract 8230.02; Cook County; Illinois,221900,12413
1500000US170318230022,Block Group 2; Census Tract 8230.02; Cook County; Illinois,225000,20299
1500000US170318230023,Block Group 3; Census Tract 8230.02; Cook County; Illinois,170300,54033
1500000US170318230024,Block Group 4; Census Tract 8230.02; Cook County; Illinois,324300,91907
1500000US170318231011,Block Group 1; Census Tract 8231.01; Cook County; Illinois,142600,60767
1500000US170318231012,Block Group 2; Census Tract 8231.01; Cook County; Illinois,-,**
1500000US170318231013,Block Group 3; Census Tract 8231.01; Cook County; Illinois,237200,35070
1500000US170318231014,Block Group 4; Census Tract 8231.01; Cook County; Illinois,219800,17137
1500000US170318231015,Block Group 5; Census Tract 8231.01; Cook County; Illinois,247500,29009
1500000US170318231021,Block Group 1; Census Tract 8231.02; Cook County; Illinois,223500,10858
1500000US170318231022,Block Group 2; Census Tract 8231.02; Cook County; Illinois,228800,26819
1500000US170318232001,Block Group 1; Census Tract 8232; Cook County; Illinois,279000,25986
1500000US170318232002,Block Group 2; Census Tract 8232; Cook County; Illinois,196200,85546
1500000US170318233021,Block Group 1; Census Tract 8233.02; Cook County; Illinois,185300,14654
1500000US170318233022,Block Group 2; Census Tract 8233.02; Cook County; Illinois,187600,11465
1500000US170318233023,Block Group 3; Census Tract 8233.02; Cook County; Illinois,233700,88258
1500000US170318233031,Block Group 1; Census Tract 8233.03; Cook County; Illinois,225700,8774
1500000US170318233032,Block Group 2; Census Tract 8233.03; Cook County; Illinois,183700,45391
1500000US170318233033,Block Group 3; Census Tract 8233.03; Cook County; Illinois,-,**
1500000US170318233034,Block Group 4; Census Tract 8233.03; Cook County; Illinois,227800,9688
1500000US170318233035,Block Group 5; Census Tract 8233.03; Cook County; Illinois,227600,28990
1500000US170318233041,Block Group 1; Census Tract 8233.04; Cook County; Illinois,188900,54977
1500000US170318233042,Block Group 2; Census Tract 8233.04; Cook County; Illinois,176600,39372
1500000US170318233043,Block Group 3; Census Tract 8233.04; Cook County; Illinois,15700,7039
1500000US170318233044,Block Group 4; Census Tract 8233.04; Cook County; Illinois,157400,25388
1500000US170318233045,Block Group 5; Census Tract 8233.04; Cook County; Illinois,258800,99875
1500000US170318233046,Block Group 6; Census Tract 8233.04; Cook County; Illinois,170300,50842
1500000US170318234001,Block Group 1; Census Tract 8234; Cook County; Illinois,117700,7622
1500000US170318234002,Block Group 2; Census Tract 8234; Cook County; Illinois,167300,43409
1500000US170318234003,Block Group 3; Census Tract 8234; Cook County; Illinois,225000,43013
1500000US170318234004,Block Group 4; Census Tract 8234; Cook County; Illinois,157900,8360
1500000US170318235001,Block Group 1; Census Tract 8235; Cook County; Illinois,148800,22252
1500000US170318235002,Block Group 2; Census Tract 8235; Cook County; Illinois,-,**
1500000US170318235003,Block Group 3; Census Tract 8235; Cook County; Illinois,191200,18784
1500000US170318235004,Block Group 4; Census Tract 8235; Cook County; Illinois,249200,84952
1500000US170318236021,Block Group 1; Census Tract 8236.02; Cook County; Illinois,154100,18489
1500000US170318236022,Block Group 2; Census Tract 8236.02; Cook County; Illinois,252200,29415
1500000US170318236023,Block Group 3; Census Tract 8236.02; Cook County; Illinois,150800,95621
1500000US170318236024,Block Group 4; Census Tract 8236.02; Cook County; Illinois,346500,114062
1500000US170318236031,Block Group 1; Census Tract 8236.03; Cook County; Illinois,151500,64667
1500000US170318236032,Block Group 2; Census Tract 8236.03; Cook County; Illinois,86300,62690
1500000US170318236041,Block Group 1; Census Tract 8236.04; Cook County; Illinois,339300,26158
1500000US170318236042,Block Group 2; Census Tract 8236.04; Cook County; Illinois,352000,16329
1500000US170318236043,Block Group 3; Census Tract 8236.04; Cook County; Illinois,383300,22588
1500000US170318236051,Block Group 1; Census Tract 8236.05; Cook County; Illinois,345500,20440
1500000US170318236052,Block Group 2; Census Tract 8236.05; Cook County; Illinois,322100,42986
1500000US170318236053,Block Group 3; Census Tract 8236.05; Cook County; Illinois,260900,114213
1500000US170318237021,Block Group 1; Census Tract 8237.02; Cook County; Illinois,329900,45346
1500000US170318237022,Block Group 2; Census Tract 8237.02; Cook County; Illinois,355600,27292
1500000US170318237023,Block Group 3; Census Tract 8237.02; Cook County; Illinois,277600,51968
1500000US170318237024,Block Group 4; Census Tract 8237.02; Cook County; Illinois,372900,99608
1500000US170318237031,Block Group 1; Census Tract 8237.03; Cook County; Illinois,-,**
1500000US170318237032,Block Group 2; Census Tract 8237.03; Cook County; Illinois,265800,38272
1500000US170318237033,Block Group 3; Census Tract 8237.03; Cook County; Illinois,194600,37343
1500000US170318237034,Block Group 4; Census Tract 8237.03; Cook County; Illinois,24700,11115
1500000US170318237041,Block Group 1; Census Tract 8237.04; Cook County; Illinois,409100,81580
1500000US170318237042,Block Group 2; Census Tract 8237.04; Cook County; Illinois,311100,46024
1500000US170318237043,Block Group 3; Census Tract 8237.04; Cook County; Illinois,258000,27345
1500000US170318237051,Block Group 1; Census Tract 8237.05; Cook County; Illinois,310100,32418
1500000US170318237052,Block Group 2; Census Tract 8237.05; Cook County; Illinois,320800,58235
1500000US170318237053,Block Group 3; Census Tract 8237.05; Cook County; Illinois,-,**
1500000US170318237054,Block Group 4; Census Tract 8237.05; Cook County; Illinois,288400,46104
1500000US170318238011,Block Group 1; Census Tract 8238.01; Cook County; Illinois,539300,70308
1500000US170318238012,Block Group 2; Census Tract 8238.01; Cook County; Illinois,369700,51717
1500000US170318238013,Block Group 3; Census Tract 8238.01; Cook County; Illinois,621400,134718
1500000US170318238031,Block Group 1; Census Tract 8238.03; Cook County; Illinois,313800,41045
1500000US170318238032,Block Group 2; Census Tract 8238.03; Cook County; Illinois,325400,35555
1500000US170318238033,Block Group 3; Census Tract 8238.03; Cook County; Illinois,238200,150776
1500000US170318238034,Block Group 4; Census Tract 8238.03; Cook County; Illinois,244600,67055
1500000US170318238051,Block Group 1; Census Tract 8238.05; Cook County; Illinois,185400,10900
1500000US170318238052,Block Group 2; Census Tract 8238.05; Cook County; Illinois,173800,95762
1500000US170318238053,Block Group 3; Census Tract 8238.05; Cook County; Illinois,189000,11868
1500000US170318238061,Block Group 1; Census Tract 8238.06; Cook County; Illinois,215300,39304
1500000US170318238062,Block Group 2; Census Tract 8238.06; Cook County; Illinois,186700,9546
1500000US170318238063,Block Group 3; Census Tract 8238.06; Cook County; Illinois,311800,47455
1500000US170318238064,Block Group 4; Census Tract 8238.06; Cook County; Illinois,209100,152019
1500000US170318239011,Block Group 1; Census Tract 8239.01; Cook County; Illinois,510200,87474
1500000US170318239012,Block Group 2; Census Tract 8239.01; Cook County; Illinois,312900,34687
1500000US170318239031,Block Group 1; Census Tract 8239.03; Cook County; Illinois,362000,33781
1500000US170318239032,Block Group 2; Census Tract 8239.03; Cook County; Illinois,503400,69392
1500000US170318239033,Block Group 3; Census Tract 8239.03; Cook County; Illinois,427500,34157
1500000US170318239034,Block Group 4; Census Tract 8239.03; Cook County; Illinois,407200,62107
1500000US170318239041,Block Group 1; Census Tract 8239.04; Cook County; Illinois,343300,49979
1500000US170318239042,Block Group 2; Census Tract 8239.04; Cook County; Illinois,365800,48862
1500000US170318239043,Block Group 3; Census Tract 8239.04; Cook County; Illinois,372000,35627
1500000US170318239044,Block Group 4; Census Tract 8239.04; Cook County; Illinois,260100,23233
1500000US170318240031,Block Group 1; Census Tract 8240.03; Cook County; Illinois,387600,31061
1500000US170318240032,Block Group 2; Census Tract 8240.03; Cook County; Illinois,524400,64494
1500000US170318240033,Block Group 3; Census Tract 8240.03; Cook County; Illinois,406600,45098
1500000US170318240041,Block Group 1; Census Tract 8240.04; Cook County; Illinois,567900,145249
1500000US170318240042,Block Group 2; Census Tract 8240.04; Cook County; Illinois,384900,54790
1500000US170318240043,Block Group 3; Census Tract 8240.04; Cook County; Illinois,492100,72074
1500000US170318240051,Block Group 1; Census Tract 8240.05; Cook County; Illinois,367700,50016
1500000US170318240052,Block Group 2; Census Tract 8240.05; Cook County; Illinois,360100,15361
1500000US170318240053,Block Group 3; Census Tract 8240.05; Cook County; Illinois,573100,65741
1500000US170318240061,Block Group 1; Census Tract 8240.06; Cook County; Illinois,657400,48837
1500000US170318240062,Block Group 2; Census Tract 8240.06; Cook County; Illinois,492100,43049
1500000US170318241051,Block Group 1; Census Tract 8241.05; Cook County; Illinois,302300,32040
1500000US170318241052,Block Group 2; Census Tract 8241.05; Cook County; Illinois,365800,37743
1500000US170318241053,Block Group 3; Census Tract 8241.05; Cook County; Illinois,422500,41415
1500000US170318241054,Block Group 4; Census Tract 8241.05; Cook County; Illinois,372600,28369
1500000US170318241061,Block Group 1; Census Tract 8241.06; Cook County; Illinois,415800,34039
1500000US170318241062,Block Group 2; Census Tract 8241.06; Cook County; Illinois,338300,48517
1500000US170318241063,Block Group 3; Census Tract 8241.06; Cook County; Illinois,316800,29112
1500000US170318241071,Block Group 1; Census Tract 8241.07; Cook County; Illinois,368600,23704
1500000US170318241072,Block Group 2; Census Tract 8241.07; Cook County; Illinois,347900,7845
1500000US170318241073,Block Group 3; Census Tract 8241.07; Cook County; Illinois,328600,21359
1500000US170318241074,Block Group 4; Census Tract 8241.07; Cook County; Illinois,316300,35119
1500000US170318241131,Block Group 1; Census Tract 8241.13; Cook County; Illinois,591100,93055
1500000US170318241132,Block Group 2; Census Tract 8241.13; Cook County; Illinois,376100,21160
1500000US170318241133,Block Group 3; Census Tract 8241.13; Cook County; Illinois,353800,49983
1500000US170318241134,Block Group 4; Census Tract 8241.13; Cook County; Illinois,427000,65036
1500000US170318241141,Block Group 1; Census Tract 8241.14; Cook County; Illinois,442900,62073
1500000US170318241142,Block Group 2; Census Tract 8241.14; Cook County; Illinois,298300,38518
1500000US170318241151,Block Group 1; Census Tract 8241.15; Cook County; Illinois,284600,17221
1500000US170318241152,Block Group 2; Census Tract 8241.15; Cook County; Illinois,221100,20167
1500000US170318241161,Block Group 1; Census Tract 8241.16; Cook County; Illinois,599900,45144
1500000US170318241162,Block Group 2; Census Tract 8241.16; Cook County; Illinois,320800,66545
1500000US170318241163,Block Group 3; Census Tract 8241.16; Cook County; Illinois,317900,48698
1500000US170318241164,Block Group 4; Census Tract 8241.16; Cook County; Illinois,257900,47736
1500000US170318241191,Block Group 1; Census Tract 8241.19; Cook County; Illinois,422000,59486
1500000US170318241192,Block Group 2; Census Tract 8241.19; Cook County; Illinois,347600,22894
1500000US170318241193,Block Group 3; Census Tract 8241.19; Cook County; Illinois,429400,19253
1500000US170318241211,Block Group 1; Census Tract 8241.21; Cook County; Illinois,287100,24601
1500000US170318241212,Block Group 2; Census Tract 8241.21; Cook County; Illinois,249700,32741
1500000US170318241221,Block Group 1; Census Tract 8241.22; Cook County; Illinois,313600,48454
1500000US170318241222,Block Group 2; Census Tract 8241.22; Cook County; Illinois,337900,23516
1500000US170318241223,Block Group 3; Census Tract 8241.22; Cook County; Illinois,418300,28443
1500000US170318241231,Block Group 1; Census Tract 8241.23; Cook County; Illinois,264900,17204
1500000US170318241232,Block Group 2; Census Tract 8241.23; Cook County; Illinois,240000,28953
1500000US170318241233,Block Group 3; Census Tract 8241.23; Cook County; Illinois,303000,25493
1500000US170318241234,Block Group 4; Census Tract 8241.23; Cook County; Illinois,212700,78512
1500000US170318241235,Block Group 5; Census Tract 8241.23; Cook County; Illinois,276700,16129
1500000US170318241241,Block Group 1; Census Tract 8241.24; Cook County; Illinois,327300,22732
1500000US170318241242,Block Group 2; Census Tract 8241.24; Cook County; Illinois,252400,35043
1500000US170318241251,Block Group 1; Census Tract 8241.25; Cook County; Illinois,224200,48540
1500000US170318241252,Block Group 2; Census Tract 8241.25; Cook County; Illinois,286100,16683
1500000US170318241261,Block Group 1; Census Tract 8241.26; Cook County; Illinois,367500,19445
1500000US170318241262,Block Group 2; Census Tract 8241.26; Cook County; Illinois,421700,21430
1500000US170318241271,Block Group 1; Census Tract 8241.27; Cook County; Illinois,335600,71906
1500000US170318241272,Block Group 2; Census Tract 8241.27; Cook County; Illinois,323200,46964
1500000US170318241281,Block Group 1; Census Tract 8241.28; Cook County; Illinois,310500,56195
1500000US170318241282,Block Group 2; Census Tract 8241.28; Cook County; Illinois,480200,52010
1500000US170318241291,Block Group 1; Census Tract 8241.29; Cook County; Illinois,427200,95040
1500000US170318241292,Block Group 2; Census Tract 8241.29; Cook County; Illinois,337700,37249
1500000US170318243001,Block Group 1; Census Tract 8243; Cook County; Illinois,278400,102339
1500000US170318243002,Block Group 2; Census Tract 8243; Cook County; Illinois,94800,37841
1500000US170318243003,Block Group 3; Census Tract 8243; Cook County; Illinois,173400,62511
1500000US170318244001,Block Group 1; Census Tract 8244; Cook County; Illinois,275600,28220
1500000US170318245031,Block Group 1; Census Tract 8245.03; Cook County; Illinois,148000,139755
1500000US170318245032,Block Group 2; Census Tract 8245.03; Cook County; Illinois,128600,23493
1500000US170318245033,Block Group 3; Census Tract 8245.03; Cook County; Illinois,230900,18367
1500000US170318245034,Block Group 4; Census Tract 8245.03; Cook County; Illinois,469100,41795
1500000US170318245035,Block Group 5; Census Tract 8245.03; Cook County; Illinois,180600,30169
1500000US170318245051,Block Group 1; Census Tract 8245.05; Cook County; Illinois,322200,23892
1500000US170318245052,Block Group 2; Census Tract 8245.05; Cook County; Illinois,225000,37895
1500000US170318245053,Block Group 3; Census Tract 8245.05; Cook County; Illinois,303300,38487
1500000US170318245054,Block Group 4; Census Tract 8245.05; Cook County; Illinois,107800,43633
1500000US170318245071,Block Group 1; Census Tract 8245.07; Cook County; Illinois,190000,11534
1500000US170318245072,Block Group 2; Census Tract 8245.07; Cook County; Illinois,286300,30866
1500000US170318245081,Block Group 1; Census Tract 8245.08; Cook County; Illinois,227200,33571
1500000US170318245082,Block Group 2; Census Tract 8245.08; Cook County; Illinois,206000,24882
1500000US170318245091,Block Group 1; Census Tract 8245.09; Cook County; Illinois,256900,37116
1500000US170318245092,Block Group 2; Census Tract 8245.09; Cook County; Illinois,282900,14852
1500000US170318245093,Block Group 3; Census Tract 8245.09; Cook County; Illinois,280400,11086
1500000US170318246011,Block Group 1; Census Tract 8246.01; Cook County; Illinois,224500,20743
1500000US170318246012,Block Group 2; Census Tract 8246.01; Cook County; Illinois,261000,93162
1500000US170318246013,Block Group 3; Census Tract 8246.01; Cook County; Illinois,243800,114642
1500000US170318246014,Block Group 4; Census Tract 8246.01; Cook County; Illinois,219100,14460
1500000US170318246021,Block Group 1; Census Tract 8246.02; Cook County; Illinois,184600,30157
1500000US170318246022,Block Group 2; Census Tract 8246.02; Cook County; Illinois,304200,55264
1500000US170318246023,Block Group 3; Census Tract 8246.02; Cook County; Illinois,204700,27923
1500000US170318246024,Block Group 4; Census Tract 8246.02; Cook County; Illinois,236200,79747
1500000US170318246025,Block Group 5; Census Tract 8246.02; Cook County; Illinois,211600,29057
1500000US170318247011,Block Group 1; Census Tract 8247.01; Cook County; Illinois,211500,22225
1500000US170318247012,Block Group 2; Census Tract 8247.01; Cook County; Illinois,181700,55975
1500000US170318247013,Block Group 3; Census Tract 8247.01; Cook County; Illinois,205500,41338
1500000US170318247021,Block Group 1; Census Tract 8247.02; Cook County; Illinois,166400,16972
1500000US170318247022,Block Group 2; Census Tract 8247.02; Cook County; Illinois,149000,59328
1500000US170318247023,Block Group 3; Census Tract 8247.02; Cook County; Illinois,204200,16389
1500000US170318248001,Block Group 1; Census Tract 8248; Cook County; Illinois,179000,31464
1500000US170318248002,Block Group 2; Census Tract 8248; Cook County; Illinois,178100,31709
1500000US170318248003,Block Group 3; Census Tract 8248; Cook County; Illinois,-,**
1500000US170318248004,Block Group 4; Census Tract 8248; Cook County; Illinois,-,**
1500000US170318249001,Block Group 1; Census Tract 8249; Cook County; Illinois,159800,63392
1500000US170318249002,Block Group 2; Census Tract 8249; Cook County; Illinois,143500,79472
1500000US170318250001,Block Group 1; Census Tract 8250; Cook County; Illinois,223300,41141
1500000US170318250002,Block Group 2; Census Tract 8250; Cook County; Illinois,256900,91447
1500000US170318250003,Block Group 3; Census Tract 8250; Cook County; Illinois,215300,29834
1500000US170318252001,Block Group 1; Census Tract 8252; Cook County; Illinois,183300,16094
1500000US170318252002,Block Group 2; Census Tract 8252; Cook County; Illinois,230400,20207
1500000US170318253021,Block Group 1; Census Tract 8253.02; Cook County; Illinois,297000,102913
1500000US170318253022,Block Group 2; Census Tract 8253.02; Cook County; Illinois,276900,30827
1500000US170318253023,Block Group 3; Census Tract 8253.02; Cook County; Illinois,269400,30735
1500000US170318253031,Block Group 1; Census Tract 8253.03; Cook County; Illinois,232700,24927
1500000US170318253032,Block Group 2; Census Tract 8253.03; Cook County; Illinois,247800,28885
1500000US170318253033,Block Group 3; Census Tract 8253.03; Cook County; Illinois,213000,24043
1500000US170318253034,Block Group 4; Census Tract 8253.03; Cook County; Illinois,272400,47835
1500000US170318253041,Block Group 1; Census Tract 8253.04; Cook County; Illinois,231000,15095
1500000US170318253042,Block Group 2; Census Tract 8253.04; Cook County; Illinois,278400,17043
1500000US170318254001,Block Group 1; Census Tract 8254; Cook County; Illinois,263300,29227
1500000US170318254002,Block Group 2; Census Tract 8254; Cook County; Illinois,240500,45583
1500000US170318254003,Block Group 3; Census Tract 8254; Cook County; Illinois,208900,29768
1500000US170318255011,Block Group 1; Census Tract 8255.01; Cook County; Illinois,193400,54317
1500000US170318255012,Block Group 2; Census Tract 8255.01; Cook County; Illinois,176100,22396
1500000US170318255013,Block Group 3; Census Tract 8255.01; Cook County; Illinois,146700,23199
1500000US170318255031,Block Group 1; Census Tract 8255.03; Cook County; Illinois,165400,59256
1500000US170318255032,Block Group 2; Census Tract 8255.03; Cook County; Illinois,144100,69487
1500000US170318255033,Block Group 3; Census Tract 8255.03; Cook County; Illinois,115300,9204
1500000US170318255034,Block Group 4; Census Tract 8255.03; Cook County; Illinois,246900,31308
1500000US170318255035,Block Group 5; Census Tract 8255.03; Cook County; Illinois,151700,82898
1500000US170318255041,Block Group 1; Census Tract 8255.04; Cook County; Illinois,204800,41245
1500000US170318255042,Block Group 2; Census Tract 8255.04; Cook County; Illinois,208700,33743
1500000US170318255051,Block Group 1; Census Tract 8255.05; Cook County; Illinois,200100,31314
1500000US170318255052,Block Group 2; Census Tract 8255.05; Cook County; Illinois,190400,7940
1500000US170318255053,Block Group 3; Census Tract 8255.05; Cook County; Illinois,209500,15706
1500000US170318255054,Block Group 4; Census Tract 8255.05; Cook County; Illinois,186400,17205
1500000US170318256001,Block Group 1; Census Tract 8256; Cook County; Illinois,94000,33530
1500000US170318256002,Block Group 2; Census Tract 8256; Cook County; Illinois,103600,31406
1500000US170318256003,Block Group 3; Census Tract 8256; Cook County; Illinois,145400,48839
1500000US170318256004,Block Group 4; Census Tract 8256; Cook County; Illinois,107200,21719
1500000US170318257001,Block Group 1; Census Tract 8257; Cook County; Illinois,132100,42966
1500000US170318257002,Block Group 2; Census Tract 8257; Cook County; Illinois,130800,23144
1500000US170318257003,Block Group 3; Census Tract 8257; Cook County; Illinois,191700,84324
1500000US170318258011,Block Group 1; Census Tract 8258.01; Cook County; Illinois,"10,000-",***
1500000US170318258012,Block Group 2; Census Tract 8258.01; Cook County; Illinois,182700,102124
1500000US170318258013,Block Group 3; Census Tract 8258.01; Cook County; Illinois,172600,46448
1500000US170318258021,Block Group 1; Census Tract 8258.02; Cook County; Illinois,153300,20084
1500000US170318258022,Block Group 2; Census Tract 8258.02; Cook County; Illinois,145800,64359
1500000US170318258023,Block Group 3; Census Tract 8258.02; Cook County; Illinois,156500,16679
